ID,HOF_S(kJ/mol),Density(g/cm^3),BDE(kJ/mol),DetoD(m/s),DetoP(GPa),SMILES
WAKSIM,148.3,1.4314,309.5,4494,7.9,COc1ccc(cc1)c1c(C#N)n2c(c1[N+](=O)[O-])cccc2
WAKSUX,104.3,1.6441,143.2,8302,29.5,[O-][N+](=O)/N=C(/N([N+](=O)[O-])C)\N
WAKWEK,62.9,1.4419,293.4,4832,9.1,[O-][N+](=O)c1c(c2ccccc2)n(c2c1cc(cc2)[N+](=O)[O-])C
WALFUM,-332.5,1.6108,267.3,6611,18.4,CCOc1nc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
WANVEP,-240.3,1.7858,145.2,8162,30,[O-][N+](=O)OCc1c(CO[N+](=O)[O-])onc1c1noc(c1CO[N+](=O)[O-])CO[N+](=O)[O-]
WAPGEZ,62.8,1.4814,244.6,5240,11,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1N1CCCC1)cccc2
WAQYEV,-177,1.3714,263.7,4689,8.3,CCOC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/C#N
WASMAE,112.8,1.5928,254.7,6475,17.6,COC(=O)[C@]12[C@H]3[C@H]4[C@@]2([C@H]2[C@@H]1[C@@]3([C@@H]42)[N+](=O)[O-])[N+](=O)[O-]
WASRAJ,109.6,1.6591,300,6987,21,NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WATTAN,-507.7,1.2873,290.6,4343,6.8,COC(=O)[C@@H]1C(=O)C=C(N[C@H]1c1cccc(c1)[N+](=O)[O-])C
WAWBAY,-106.6,1.3987,302,5019,9.7,COCCn1cnc2c1cc(cc2)[N+](=O)[O-]
WAXJUC,13.4,1.4241,289.7,5151,10.3,N[C@@H]([C@@H](c1cccc(c1)[N+](=O)[O-])N)c1cccc(c1)[N+](=O)[O-]
WEFBAM,65.3,1.3596,307.3,4435,7.4,Nc1ccc(cc1NCc1ccccc1)[N+](=O)[O-]
WEFBEQ,112.3,1.3497,312.2,4653,8.1,Nc1ccc(cc1NCc1ccccn1)[N+](=O)[O-]
WEHCIX,127.1,1.3596,289.7,4294,6.9,N#C/C=C(\c1ccccc1)/Oc1ccc(cc1)[N+](=O)[O-]
WEHCOD,103.5,1.4243,290,4198,6.8,N#Cc1c(oc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WEKGOJ,80.6,1.7508,243.2,7882,27.6,[O-][N+](=O)c1cc(nc(c1)[N+](=O)[O-])[N+](=O)[O-]
WEKGUP,171.4,1.8746,245.1,8656,34.7,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[N+](=O)C(=C1)[N+](=O)[O-]
WENRAJ,-214.6,1.5623,290.8,5398,12.1,O=C1Nc2c(C1=O)cc(cc2)[N+](=O)[O-]
WERPUE,-22,1.3746,327.1,4726,8.5,OCCn1c(/C=C/c2ccccc2)ncc1[N+](=O)[O-]
WERVEU02,-123,1.5918,306.9,6374,17,NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
WERYEX,203.6,1.8395,199.2,8094,30,[O-][N+](=O)/N=C/1\N[C@@H]2[C@H](N1)N/C(=N\[N+](=O)[O-])/N2
WETGEJ,239.3,1.6814,274.6,7362,23.5,N#[N+]C1=C(N=[N+](C1=O)C)[N+](=O)[O-]
WIGTOX,-155.2,1.4007,320.3,5428,11.3,CC(=O)Cn1c(C)ncc1[N+](=O)[O-]
WIGVEP,237.5,1.3318,292.8,3824,5.4,[O-][N+](=O)c1ccc(cc1)/C=C/C=N/c1cccc2c1cccc2
WIGYOC01,-272,1.4955,288.4,4636,8.6,Oc1ccc(cc1)NC(=O)c1ccc(cc1)[N+](=O)[O-]
WIHBEV,-164,1.3853,262,4564,7.9,O=C(c1ccccc1)NNC(=O)c1ccccc1[N+](=O)[O-]
WIJCEX,313.6,1.2832,298.4,4101,6.1,N#C/C(=C\C=C\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C
WILBAU,-146.9,1.2137,294.5,4265,6.3,[O-][N+](=O)c1c([nH]nc1C(C)(C)C)C(C)(C)C
WINJAF,50.2,1.6567,271.7,6664,19.1,[O-][N+](=O)c1cc(ccc1Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WIPFUX,-128.4,1.3512,269.6,4209,6.6,Cc1ccccc1NC(=O)c1ccccc1[N+](=O)[O-]
WISBIJ,-62.5,1.354,308.6,4806,8.7,COc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
WISBOP,-81.6,1.4264,304.7,4752,8.8,[O-][N+](=O)c1cn(c(n1)C)c1ccc(cc1)C(=O)C
WIXBUB,-511.9,1.3057,294.9,4242,6.6,COc1ccc(c(c1)[C@@H](c1cccc(c1)[N+](=O)[O-])NC(=O)C)O
WOBHUQ,40.7,1.3161,301.3,4260,6.7,COc1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-]
WOBJAY,191,1.2993,293.7,4196,6.4,CN(c1ccc(cc1)/C=C/C=N/c1cccc(c1)[N+](=O)[O-])C
WOBJEC,190.2,1.2956,303.5,4187,6.4,CN(c1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-])C
WOBLUU,158,1.7583,179.6,8199,30,[O-][N+](=O)Cn1cnc(n1)[N+](=O)[O-]
WOGNUB,-29.2,1.5251,245.5,5865,14,CC1=NN(C(=O)C1)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGPAJ,-22.9,1.5682,253.1,5983,14.8,Oc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGVIY,-145.8,1.3697,293.2,4584,7.9,COc1ccc(cc1OC)/N=C/c1ccc(cc1)[N+](=O)[O-]
WOJJUC01,323.8,1.3635,277.6,4153,6.5,[O-][N+](=O)c1ccccc1/C=N/N(c1ccccc1)c1ccccc1
WOKSIY,245.8,1.3014,278.5,4556,7.6,CN(c1ccc(cc1)/N=N/c1ccc(c(c1)[N+](=O)[O-])C)C
WOQXOR,-142.1,1.5642,318.5,5977,14.8,O/N=C/c1ccc(c(c1)[N+](=O)[O-])O
WOTVAC,-534.8,1.2848,302.1,4225,6.4,CCCCCCOC(=O)Nc1ccc(cc1)[N+](=O)[O-]
WOVXOU,148.2,1.4982,304.1,5161,10.7,[O-][N+](=O)c1ncn(c1)c1ccccc1
WOVXUA,276.3,1.4978,306.9,5081,10.4,[O-][N+](=O)c1ncn(c1)c1ncn(c1)c1ccccc1
WUBJAG,-390.7,1.852,137.5,8325,31.9,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3[C@H]([C@@H]1C[C@@H]([C@H]2O[N+](=O)[O-])C3([N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-]
WUKZIL,137.7,1.4405,127.9,5870,13.5,CN(c1ccncc1)[N+](=O)[O-]
WUMHES,-257.1,1.2771,263.5,4820,8.3,O=CN1C[C@@H]2[C@]([C@@H]1C(C)C)(C2)[N+](=O)[O-]
WUPMAW,58.4,1.5002,285.9,4733,9,O=C(c1onc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WUVWAL01,40.6,1.4225,306.1,4779,8.9,Oc1ccccc1/C=N/Nc1ccc(cc1)[N+](=O)[O-]
WUVXIU,-250.5,1.5179,307,5280,11.3,[O-][N+](=O)c1ccc2c(c1)OC[C@H]1N2CCO1
WUXHAY,217.8,1.4641,297.3,5340,11.3,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccc1)[N+](=O)[O-]
WUXJOO,-56,1.5206,201.3,6055,14.9,COc1ccc(cc1[N+](=O)[O-])/C=C(\c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
XAHMIE01,455.3,1.892,100.1,9192,39.3,[O-][N+](=O)N1CN([N+](=O)[O-])c2c(N(C1)[N+](=O)[O-])non2
XAHZIS,-8.8,1.5762,241.1,6313,16.6,[O-][N+](=O)c1cc(cc(c1[C@@H]1O[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XAKMAY,-44.1,1.4434,286.1,5829,13.3,CN(CCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XALNEF,-674.7,1.4282,268.8,4456,7.7,CCOC(=O)C1=CC[C@H]2[C@@H]1C(=O)N(C2=O)c1ccccc1[N+](=O)[O-]
XALQEJ,-312.8,1.4155,287.7,4493,7.8,COc1cc2c(cc1OC)c(=O)ccn2c1ccc(cc1)[N+](=O)[O-]
XANLAC,213.4,1.4472,291.9,4402,7.6,[O-][N+](=O)c1ccc(cc1)c1cnc2c(n1)cccc2
XARXUM,-704.5,1.4393,311.8,5001,9.8,COC(=O)C(C(=O)OC)Nc1ccc(cc1)[N+](=O)[O-]
XARYIY,252.2,1.61,109.2,6382,17.2,O=[N+]1O[N-]C2=C1[C@@H]1[C@@H]3CC[C@H]([C@@]1(C=C2[N+](=O)[O-])[N+](=O)[O-])C=C3
XARYOE,325.8,1.551,174.1,5871,14.2,[O-][N+]1=C2[C@@H]([C@H]3[C@@H](O1)C=CC3)C1=C([C@]3([C@@H]2[C@@H]2C=C[C@H]3C2)[N+](=O)[O-])[N-]O[N+]1=O
XATFIJ,-262,1.4194,277.9,5075,10,C=C=C1CCCC[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
XATHOR,-18.7,1.3023,300.4,4112,6.2,[O-][N+](=O)c1ccc2c(c1)nc1n2C(=CC(C1)(C)C)C
XATZUO,62.4,1.3834,293.2,4567,7.9,O=C(c1ccccc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
XAVMOW,-172.8,1.584,285.5,5967,14.9,ONC(=O)c1ccc(cc1)[N+](=O)[O-]
XAVPEQ,277.1,1.5068,295.8,5627,12.8,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccn1)[N+](=O)[O-]
XAXRIX,196.1,1.3144,310.7,4605,7.8,C#CCN(c1ccc(cc1)C)Cc1ccc(o1)[N+](=O)[O-]
XAYKEO,34.1,1.2531,291.4,4185,6.2,Cc1ccc(n1c1ccc(cc1)[N+](=O)[O-])C
XAZFIO,-377.5,1.3353,308.6,4412,7.2,O=C1CO[C@@]2([C@@]1(C)CCC2)Nc1ccc(cc1)[N+](=O)[O-]
XAZQAR,-31.3,1.4155,299.1,4828,9,[O-][N+](=O)c1ccc2c(c1)NCCC2
XEBHET,329,1.4366,132.5,6894,18.6,CC([N-][N+](=O)c1nonc1N[N+](=O)[O-])(C)C
XEBKEW,-279.1,1.5496,240.9,5812,13.9,Cc1cccc(c1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XEDTAC,4.6,1.2394,227.1,4898,8.4,CC[C@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
XEKLOR,256.2,1.3874,278.3,5198,10.3,[O-][N+](=O)c1ccccc1CN1CN1Cc1ccccc1[N+](=O)[O-]
XEKWIW,-45.9,1.4911,293.6,5323,11.4,O=C=Nc1ccc(cc1)[N+](=O)[O-]
XENCAV,131.8,1.4519,298.1,6002,14.2,C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XENGAZ,73,1.3139,272.6,4300,6.8,COc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
XENJOQ,-421.7,1.3745,309.2,4651,8.2,CC1=C(C(=O)C)[C@H](C(=C(N1)C)C(=O)C)c1ccc(o1)[N+](=O)[O-]
XERGUW,-261,1.432,229.5,4688,8.6,O=C1[C@@H]2[C@@H]([C@@H]2[N+](=O)[O-])C(=O)N1Cc1ccccc1
XETJIR,154.9,1.5434,241.6,6309,16.3,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1nncc1
XETJOX,171.7,1.5829,256.6,6438,17.3,COc1cc(n2nncc2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
XETJUD,177.1,1.5208,241.9,6274,16,COc1ccc(c(c1[N+](=O)[O-])n1nncc1)[N+](=O)[O-]
XETKAK,274.3,1.5402,240.8,6154,15.5,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])Cn1nncc1
XETKIS,250.9,1.5396,267.6,6123,15.4,[O-][N+](=O)c1cc(ccc1Cn1nncc1)[N+](=O)[O-]
XETYUS,140.2,1.3818,263.9,5099,9.9,CCc1nn(c(n1)N)c1ccccc1[N+](=O)[O-]
XEXYII,-335.3,1.6167,156.1,7693,25,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XEXYOO,-347.1,1.6049,154.7,7642,24.6,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XICKUQ,193.4,1.5017,240.6,5768,13.4,Cc1ccc(cc1)/C=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XICLAX,-218.1,1.4069,314.7,4757,8.7,NC(=O)[C@@H]1CCCN1c1ccc(cc1)[N+](=O)[O-]
XIDGIB,-277.9,1.317,318.7,5555,11.3,CON([C@H]1CCCC[C@H]1N(C=O)OC)/C=C/[N+](=O)[O-]
XIDKAX,-6.6,1.4155,300.2,4389,7.4,COc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-]
XIDKIF,-94.5,1.3247,300.7,4070,6.1,CC(Oc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-])C
XIDPEF,-200.4,1.3934,302.1,4681,8.4,CC(=O)N1CCc2c1ccc(c2)[N+](=O)[O-]
XIDXEQ,333.9,1.5604,308.9,6655,18.3,[O-][N+](=O)C1=[N+](C)C=N/C/1=C\[N+]#N
XIFFEX,-97.6,1.4311,233.4,4995,9.7,[O-][N+](=O)c1nn(C)c(=O)c2c1N(CCCO2)Cc1ccccc1
XIKXUM,186.5,1.3591,215.4,4203,6.6,[O-][N+](=O)/C(=C\c1nc2c(n1C)cccc2)/c1ccccc1
XINFAE,22,1.4902,296.7,4991,10,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1O)[N+](=O)[O-])c1ccccc1
XIQYAY,154.3,1.4088,272.8,4323,7.2,N#Cc1c(cc(c(c1N)[N+](=O)[O-])c1ccccc1)c1ccco1
XIRQUM,-651,1.4943,291.8,5242,11,COC(=O)[C@H]1[C@@H](ON=C1c1ccc(cc1)[N+](=O)[O-])C(=O)OC
XISKAM,61.8,1.4851,299.1,5491,12.1,[O-][N+](=O)c1ccc(cc1)OCn1ncnc1
XIVJES,-538.9,1.4717,291.9,4786,9.1,COC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
XIWHOA,-133.9,1.211,316.2,4059,5.7,CCCN(c1ccc(cc1)[N+](=O)[O-])CCC
XIXKUK,-111,1.3573,235,5148,9.9,C[C@@H]1CCC[C@@H](N1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XIZSAD,289.8,1.3848,406.6,5224,10.4,C/C(=N/Nc1n(C)nc(c1[N+](=O)[O-])C)/c1ccccn1
XOJMIT01,268.8,1.376,310.7,5023,9.6,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc[nH]1
XOKKOY,-211.3,1.4473,290.4,4650,8.5,COc1ccc(c(c1)O)/C=N/c1cccc(c1)[N+](=O)[O-]
XOLRUN,218.1,1.3644,289.8,3920,5.8,[O-][N+](=O)c1ccc(cc1)[C@@H]1Nc2ccccc2c2n1c1ccccc1n2
XOYYOA,96.2,1.4275,297.5,5113,10.2,[O-][N+](=O)c1ccc2c(c1)nn(c2C)C
XOZZAP,160.6,1.3346,294.9,4758,8.4,[O-][N+](=O)c1ccc(cc1)CO/N=C/c1ccccn1
XUBRES,-552.5,1.444,270.1,4926,9.5,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])OC(=O)C
XUCJEM,59.1,1.4842,305.7,6254,15.6,[O-][N+](=O)c1cn(cn1)C
XUGNIW,127.1,1.4064,294.1,4873,9.1,COc1ccc(cc1)/N=N/c1ccc(cc1)[N+](=O)[O-]
XUMRIH,138.5,1.3995,298.5,5097,10,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/Cc1ccccc1
XUMRON,155.6,1.4045,298,5128,10.1,[O-][N+](=O)c1cc(ccc1N/N=C/[C@H](c1ccccc1)C)[N+](=O)[O-]
XUMRUT,151.8,1.3987,295.7,5110,10,Cc1ccc(cc1)C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XUWCEX,81.8,1.4527,289.5,4872,9.3,[O-][N+](=O)c1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
YACLOD,79,1.6776,253.5,6491,18.2,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1n1c(=O)oc3c1cccc3)[N+](=O)O[N-]2
YAGTIL,-285.1,1.4219,284.9,4778,8.9,COc1ccc(c(c1)O)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
YAHDIW,58.6,1.3298,294.6,4220,6.6,[O-][N+](=O)c1cccc(c1)NCc1ccccc1
YAHJOH,9.3,1.6349,218.6,7065,21.3,[O-][N+](=O)c1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C
YAHJUN,-216.6,1.4633,225.6,5692,12.8,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])C)[N+](=O)[O-]
YAHQUV,-39,1.3827,296.7,4586,8,Cc1ccc(cc1)Oc1ccc(cn1)[N+](=O)[O-]
YAHREG,24.6,1.4004,295.7,4238,6.9,[O-][N+](=O)c1ccc(nc1)Oc1ccc2c(c1)cccc2
YALQEK,175.4,1.5763,323.3,7132,21.2,Cn1nc(c(n1)[N+](=O)[O-])N
YATCOL,-610.7,1.525,277.7,5510,12.4,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@]1(C)C=C[C@@H]2O[C@H]1OC2
YAWCEG01,377.3,1.4601,280.2,4957,9.7,N#CC(=Cc1ccc(cc1)[N+](=O)[O-])C#N
YAWHUB,-78.7,1.3427,293.6,4421,7.3,COc1ccc(cc1)NCc1ccc(cc1)[N+](=O)[O-]
YAYCIM,-135.8,1.3974,306.7,5010,9.6,[O-][N+](=O)c1ccc(cc1)N1CCOCC1
YAYDIN,72.8,1.4628,299.8,5080,10.2,C#CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
YEFFAR,58.5,1.4925,299,5449,11.9,COc1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YEFNON,-31.9,1.3084,311.9,4567,7.6,O=C(Cn1cc(nc1C)[N+](=O)[O-])N/N=C(/c1ccc(cc1)C)\C
YEJCOH,-364.8,1.4511,306.7,5117,10.3,COC(=O)c1ccc(c(c1)[N+](=O)[O-])NC
YEJNAC01,131.5,1.4702,272.4,5014,10,Oc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
YEJVIU,-510.9,1.4395,243.8,5826,13.3,N#[N+][N-][C@@H]1O[C@@H]([C@@H]2[C@H]1OC(O2)(C)C)[C@@H](C[N+](=O)[O-])O
YEKQAG01,100.5,1.9219,266.7,8511,34,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=N1)[N+](=O)[O-]
YELPUD,-401.7,1.4868,286.1,5125,10.5,CCOC(=O)C(=O)c1cnoc1c1ccc(cc1)[N+](=O)[O-]
YELQAK,-417,1.4566,283.6,5037,10,CCOC(=O)c1oncc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YELQEO,-416.4,1.476,286.8,5082,10.3,CCOC(=O)c1nocc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YEYMAR,8.6,1.4541,293.3,5679,12.7,O/N=C(/c1ccc(cc1)[N+](=O)[O-])\N
YIBZUF,-89,1.3838,296.6,4342,7.2,Cc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
YICNAA,689.2,1.5257,286,5564,12.6,[O-][N+](=O)c1ccc(cc1)n1nnnc1n1nnc2c1cccc2
YIDLEC01,-132.6,1.6038,288.9,6236,16.4,[O-][N+](=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])O
YIDPIM,241.7,1.5499,292.5,5371,11.9,O=Cc1ccccc1[N+]1=Nc2c([N+]1=O)cc(cc2)[N+](=O)[O-]
YIFMIK,-248.7,1.3325,252.2,5303,10.4,COc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
YIFRAH,255,1.3525,271.7,3885,5.6,[O-][N+](=O)c1ccccc1/C=C/C=N/c1cccc2c1cccc2
YIJPIQ,-926.5,1.5497,303.6,5346,11.8,OC[C@H]1O[C@@H](Nc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O)O
YIKBUP,-564.7,1.7924,146.3,7978,28.7,O[C@@H]1[C@@H](O)OCC1([N+](=O)[O-])[N+](=O)[O-]
YIKCIE,175,1.4627,254.7,5227,10.8,COc1ccc(cc1)N(c1c([N+](=O)[O-])c(C)nc2n1ncn2)C
YIKCIH,-96.9,1.3985,304.2,4358,7.3,Oc1ccc(cc1/C=N/c1ccccc1C)[N+](=O)[O-]
YILNOY,200.4,1.7503,303.9,7497,25,[O-][N+](=O)C1=CNc2n([C@@H]1O)nnn2
YILPEQ,-52.8,1.5308,305.1,5822,13.8,[O-][N+](=O)c1cnc(nc1)N1CCOCC1
YIMPOB,-487,1.4488,314.8,5238,10.8,[O-][N+](=O)C1=C/C(=C/NC[C@@H](CO)O)/C(=O)C=C1
YIMWOI,294.9,1.4634,279.7,4652,8.6,N#CC(=Cc1ccc(o1)c1cccc(c1)[N+](=O)[O-])C#N
YIQZAA,-199.3,1.383,215.9,5185,10.2,[O-][N+](=O)/N=C/1\NCCN1Cc1cccc(c1OC)OC
YIRSIC,-194.3,1.455,312.5,4676,8.6,O=C1C=CC(=C/C/1=C/Nc1ccccc1O)[N+](=O)[O-]
YISYOO,383.7,1.3882,275.2,4544,7.9,N#CC1=C(N)C(=C(C[C@@H]1c1ccccc1[N+](=O)[O-])C1CC1)C#N
YITJUG,-481.4,1.4093,292.9,4504,7.8,CCOC(=O)C1=C(C)NC(=O)/C/1=C\c1ccc(cc1)[N+](=O)[O-]
YIXNUP,63.7,1.4698,299.9,5164,10.6,[O-][N+](=O)c1cc2c(cc1)ncn2C
YODFUT01,-473.6,1.3029,309.3,4448,7.2,CCCNc1ccc(cc1[N+](=O)[O-])C(=O)OCC
YODHUV,73.8,1.4294,208,6334,15.6,CN1CN/C(=N\[N+](=O)[O-])/N(C1)C
YODMOT,-427.4,1.6773,51.1,7510,24.4,O=[N+]1COCC(/C/1=[O+]\C(=O)C)([N+](=O)[O-])[N+](=O)[O-]
YOHLIS,-212.6,1.3994,269.2,4811,8.9,CC(=O)/C(=C/c1ccccc1)/COc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YOKJOY,576.5,1.5662,225.6,6425,17.1,Cc1nn(c(c1)C)c1nnc(nn1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
YOPREA,-471.2,1.7081,292,5691,14.2,O=c1oc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
YORYEJ,-305.1,1.5552,152.3,7059,20.5,O=CNCC([N+](=O)[O-])([N+](=O)[O-])C
YOVJUP,24.8,1.4971,291.2,5726,13.2,[O-][N+](=O)c1c(C)ccnc1N
YOWLUS,-98.6,1.5504,260.6,6559,17.7,CCNc1nc(OC)nc(=C([N+](=O)[O-])[N+](=O)[O-])[nH]1
YUGBEH,-110.6,1.2799,289.2,4082,6,C[C@H]([C@H](c1ccccc1)O)/N=C/c1ccc(cc1)[N+](=O)[O-]
YUJGIT02,236.2,1.3682,297.8,4612,8,[O-][N+](=O)c1ccc(cc1)/C=N/Nc1ccccc1
YUNJOG,253,1.3651,309.3,4970,9.3,OCC#CC#CCNc1ccc(cc1C)[N+](=O)[O-]
YUNXOU,-24.2,1.4254,293.2,4865,9.2,[O-][N+](=O)c1ccc(cc1)CCc1ccc(cc1)[N+](=O)[O-]
YUPZIT,3.9,1.4244,265.5,5457,11.6,C/C(=C\c1cccc(c1)[N+](=O)[O-])/[N+](=O)[O-]
YUQFEX,-36.9,1.5252,259.2,5731,13.4,O[C@H](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ncccn1
YUQMAZ,-275.4,1.4823,293.4,4604,8.5,Oc1ccc(cc1C(=O)Nc1ccccc1)[N+](=O)[O-]
YUYCOK,-38.3,1.6143,302.7,6839,19.8,[O-][N+](=O)c1ccc(o1)/C=N/O
YUYLEJ,-307.7,1.5223,278.3,5776,13.6,COC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
YUYQEP,38.3,1.2345,310.6,4659,7.6,CN(C(=Nc1ccc(cc1)[N+](=O)[O-])N(C)C)C
YUYSIU,135.5,1.5623,299.4,6303,16.4,[O-][N+](=O)c1cn(c(n1)c1ncc(n1C)[N+](=O)[O-])C
ZACNEZ,-384.6,1.524,211.4,5795,13.7,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])NC(=O)C
ZAKWIU,-315.6,1.4188,276.4,4732,8.7,COC(=O)C1=C(C)OC(=C([C@H]1c1ccccc1[N+](=O)[O-])C#N)N
ZAMVEO,-139.8,1.3887,289.7,4590,8,O=C1CCCC(=C1)Nc1cccc(c1)[N+](=O)[O-]
ZAMWEP,95,1.4125,307.4,4849,9.1,[O-][N+](=O)c1cn(c(n1)C)c1ccccc1
ZAMWIT,53.2,1.3728,310.7,4647,8.2,Cc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
ZAPDUR,64.2,1.4596,288.1,4863,9.3,Nc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAPKOS,-110.7,1.4729,287.3,4826,9.3,Oc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAYRIA,-740.2,1.5958,248.8,5420,12.3,CC(=O)Nc1c(O)cc(cc1[N+](=O)[O-])C(=O)O
ZEHJUR,190,1.4166,291.4,5052,9.9,C/C(=N\N=C(\c1ccc(cc1)[N+](=O)[O-])/C)/c1ccc(cc1)[N+](=O)[O-]
ZEJTUD,227.4,1.2875,312.4,4497,7.3,CN(c1ccc(cc1)/C=N/Nc1ccc(cc1)[N+](=O)[O-])C
ZEJWUJ,-452.8,1.4617,227.2,4800,9.1,CCOC(=O)/C(=C/1\c2ccccc2N(C1=O)C)/[N+](=O)[O-]
ZELPAK,-319.3,1.4204,286.7,4733,8.7,CCOc1cccc(c1O)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
ZELQOW,234.5,1.698,314.4,7981,27.8,[O-][N+](=O)C1=C(N)N=[N+]([N+]1=O)C
ZENXOF,-322.9,1.3517,296.8,4147,6.4,CCOC(=O)Nc1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
ZERJIR,107,1.4164,203.3,5541,11.9,N/C(=N/[N+](=O)[O-])/Nc1ccccc1
ZEVQUM,58.9,1.6222,169.8,7949,26.8,[O-][N+](=O)C1CN(C1)[N+](=O)[O-]
ZEZDAL,136.4,1.4951,242.9,6045,14.7,COc1c(cc(cc1[N+](=O)[O-])Cn1ccnn1)[N+](=O)[O-]
ZIFCEW,54.1,1.2988,295.3,4354,6.9,COc1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C)/C
ZIFLOS01,147.4,1.3181,304.4,3788,5.3,[O-][N+](=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1
